Unnamed: 0,会社名,本社所在地,本社電話番号,本社HP,代表者,設立,資本金,売上高,従業員数,事業内容,関連会社,店舗,所在地,電話番号,新車,中古車,軽自動車,サービス,福祉車両,ウェルキャブステーション
8,ネッツトヨタヤサカ株式会社,京都府京都市中京区壬生仙念町５,075-925-4141,https://www.netz-yasaka.com/,,,,,,,,桂川店,向日市寺戸町寺田５０‐４,075-925-4141,●,●,●,●,,
9,ネッツトヨタヤサカ株式会社,京都府京都市中京区壬生仙念町５,0774-73-2231,https://www.netz-yasaka.com/,,,,,,,,木津店,京都府木津川市木津奈良道６５－１,0774-73-2231,●,,●,●,,
10,ネッツトヨタヤサカ株式会社,京都府京都市中京区壬生仙念町５,075-931-3105,https://www.netz-yasaka.com/,,,,,,,,乙訓店,京都府向日市上植野町桑原１２－７,075-931-3105,●,,●,●,,
0,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,072-762-8600,https://osaka-toyota.jp/,,,,,,,,池田店,大阪府池田市荘園１－１４－１６,072-762-8600,●,,●,●,,
1,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,072-729-8600,https://osaka-toyota.jp/,,,,,,,,サンテラス箕面,大阪府箕面市粟生新家３－１－３,072-729-8600,●,●,●,●,,
2,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,06-6831-8600,https://osaka-toyota.jp/,,,,,,,,千里店,大阪府吹田市津雲台７－６－Ｄ１３３－１０１,06-6831-8600,●,,●,●,,
3,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,06-6325-8600,https://osaka-toyota.jp/,,,,,,,,吹田店,大阪府大阪市東淀川区下新庄６－９－２２,06-6325-8600,●,,●,●,,
4,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,06-6475-8600,https://osaka-toyota.jp/,,,,,,,,野里店,大阪府大阪市西淀川区姫里１－１６－２２,06-6475-8600,●,,●,●,,
5,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,06-6392-8600,https://osaka-toyota.jp/,,,,,,,,サンテラス十三,大阪府大阪市淀川区新高１－９－３５,06-6392-8600,●,●,●,●,,
6,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,0726-71-8600,https://osaka-toyota.jp/,,,,,,,,高槻店,大阪府高槻市辻子２－１－７,0726-71-8600,●,,●,●,,
7,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,072-624-8600,https://osaka-toyota.jp/,,,,,,,,サンテラス茨木,大阪府茨木市東太田１－６－４９,072-624-8600,●,●,●,●,,
8,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,072-848-8600,https://osaka-toyota.jp/,,,,,,,,枚方店,大阪府枚方市堂山東町１－２７,072-848-8600,●,,●,●,●,●
9,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,072-892-7778,https://osaka-toyota.jp/,,,,,,,,交野店,大阪府交野市森北１－１－５,072-892-7778,●,,●,●,,
10,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,072-829-8600,https://osaka-toyota.jp/,,,,,,,,サンテラス寝屋川,大阪府寝屋川市葛原新町１１－１０,072-829-8600,●,●,●,●,,
11,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,06-6997-0860,https://osaka-toyota.jp/,,,,,,,,１６３緑地北店,大阪府守口市南寺方東通２－１０－１８,06-6997-0860,●,,●,●,,
12,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,072-874-8600,https://osaka-toyota.jp/,,,,,,,,大東店,大阪府大東市中垣内５－２－３,072-874-8600,●,,●,●,,
13,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,06-6939-8600,https://osaka-toyota.jp/,,,,,,,,城東店,大阪府大阪市城東区関目１－１－５,06-6939-8600,●,,●,●,,
14,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,06-6788-8600,https://osaka-toyota.jp/,,,,,,,,サンテラス布施,大阪府東大阪市荒本西１－４－１１,06-6788-8600,●,●,●,●,,
15,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,072-999-8600,https://osaka-toyota.jp/,,,,,,,,アリオ八尾店,大阪府八尾市光町２－３,072-999-8600,●,,●,●,,
16,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,06-6455-8600,https://osaka-toyota.jp/,,,,,,,,福島店,大阪府大阪市福島区福島５－１７－２,06-6455-8600,●,,●,●,,
17,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,06-6946-8600,https://osaka-toyota.jp/,,,,,,,,松屋町店,大阪府大阪市中央区和泉町２－３－８,06-6946-8600,●,,●,●,,
18,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,06-6771-8600,https://osaka-toyota.jp/,,,,,,,,天王寺店,大阪府大阪市天王寺区大道２－１０－１７,06-6771-8600,●,,●,●,,
19,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,06-6682-8600,https://osaka-toyota.jp/,,,,,,,,住之江店,大阪府大阪市住之江区北加賀屋５－６－１,06-6682-8600,●,,●,●,,
20,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,06-6584-8600,https://osaka-toyota.jp/,,,,,,,,西店,大阪府大阪市西区川口２－６－１１,06-6584-8600,●,,●,●,,
21,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,06-6751-8600,https://osaka-toyota.jp/,,,,,,,,生野店,大阪府大阪市生野区巽中１－２５－２,06-6751-8600,●,,●,●,,
22,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,06-6704-8600,https://osaka-toyota.jp/,,,,,,,,東住吉店,大阪府大阪市東住吉区今川５－１－２４,06-6704-8600,●,,●,●,,
23,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,06-6790-8600,https://osaka-toyota.jp/,,,,,,,,中環平野店,大阪府大阪市平野区長吉出戸７－１－１８,06-6790-8600,●,,●,●,,
24,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,072-953-8600,https://osaka-toyota.jp/,,,,,,,,藤井寺店,大阪府藤井寺市林１－１７－１３,072-953-8600,●,,●,●,,
25,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,0721-24-8600,https://osaka-toyota.jp/,,,,,,,,富田林店,大阪府富田林市寿町３－３－２５,0721-24-8600,●,,●,●,,
26,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,072-257-8600,https://osaka-toyota.jp/,,,,,,,,サンテラス松原,大阪府堺市東区八下町３－４６,072-257-8600,●,●,●,●,,
27,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,072-238-8600,https://osaka-toyota.jp/,,,,,,,,堺店,大阪府堺市堺区北庄町２－１－２３,072-238-8600,●,,●,●,,
28,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,0721-54-3401,https://osaka-toyota.jp/,,,,,,,,河内長野店,大阪府河内長野市松ヶ丘中町１３７４－１,0721-54-3401,●,,●,●,,
29,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,072-292-6181,https://osaka-toyota.jp/,,,,,,,,泉北店,大阪府堺市南区三原台４－４８－１,072-292-6181,●,,●,●,,
30,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,072-258-8600,https://osaka-toyota.jp/,,,,,,,,百舌鳥店,大阪府堺市北区百舌鳥西之町２－５４３,072-258-8600,●,,●,●,,
31,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,072-271-8600,https://osaka-toyota.jp/,,,,,,,,鳳店,大阪府堺市西区鳳東町６－５７０－２,072-271-8600,●,,●,●,,
32,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,0725-32-8600,https://osaka-toyota.jp/,,,,,,,,泉大津店,大阪府泉大津市我孫子１２６－１,0725-32-8600,●,,●,●,,
33,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,0725-55-8601,https://osaka-toyota.jp/,,,,,,,,サンテラス和泉中央,大阪府和泉市いぶき野４‐５‐２１,0725-55-8601,●,●,●,●,,
34,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,072-432-8600,https://osaka-toyota.jp/,,,,,,,,貝塚店,大阪府貝塚市堤２８６,072-432-8600,●,,●,●,,
35,大阪トヨタ自動車株式会社,大阪府大阪市福島区福島５－１７－２,072-462-8600,https://osaka-toyota.jp/,,,,,,,,泉佐野店,大阪府泉佐野市松原２－６－１３,072-462-8600,●,,●,●,●,●
0,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6353-2361,http://www.osaka-toyopet.jp/,,,,,,,,北店,大阪市北区樋之口町３－２６,06-6353-2361,●,,●,●,,
1,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6327-1200,http://www.osaka-toyopet.jp/,,,,,,,,上新庄店,大阪市東淀川区上新庄２－１－３,06-6327-1200,●,,●,●,,
2,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6932-1121,http://www.osaka-toyopet.jp/,,,,,,,,都島店,大阪市城東区成育１－７－１６,06-6932-1121,●,,●,●,,
3,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6976-3281,http://www.osaka-toyopet.jp/,,,,,,,,東成店,大阪市東成区深江北１－１７－９,06-6976-3281,●,,●,●,,
4,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6772-7891,http://www.osaka-toyopet.jp/,,,,,,,,天王寺店,大阪市天王寺区下寺町２－２－３５,06-6772-7891,●,,●,●,,
5,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6757-4951,http://www.osaka-toyopet.jp/,,,,,,,,生野店,大阪市生野区巽東３－１２－９,06-6757-4951,●,,●,●,,
6,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6623-0051,http://www.osaka-toyopet.jp/,,,,,,,,阿倍野店,大阪市阿倍野区阪南町３－２８－３,06-6623-0051,●,,●,●,,
7,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6714-7811,http://www.osaka-toyopet.jp/,,,,,,,,東住吉くまた店,大阪市東住吉区杭全５－１２－１０,06-6714-7811,●,,●,●,,
8,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6791-4111,http://www.osaka-toyopet.jp/,,,,,,,,平野店,大阪市平野区平野元町５－２６,06-6791-4111,●,,●,●,,
9,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6543-5115,http://www.osaka-toyopet.jp/,,,,,,,,中央店,大阪市西区立売堀３－１－１,06-6543-5115,●,,●,●,,
10,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-4804-9100,http://www.osaka-toyopet.jp/,,,,,,,,福島店,大阪市福島区吉野５－５－２１,06-4804-9100,●,,●,●,,
11,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6472-1561,http://www.osaka-toyopet.jp/,,,,,,,,西淀川野里店,大阪市西淀川区野里３－１－１２,06-6472-1561,●,,●,●,,
12,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6568-1137,http://www.osaka-toyopet.jp/,,,,,,,,なんば店,大阪市浪速区桜川１－５－１３,06-6568-1137,●,,●,●,,
13,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6609-1211,http://www.osaka-toyopet.jp/,,,,,,,,住吉店,大阪市住吉区南住吉１－２５－２３,06-6609-1211,●,,●,●,,
14,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6863-6661,http://www.osaka-toyopet.jp/,,,,,,,,豊中店,豊中市穂積１－６－２,06-6863-6661,●,,●,●,,
15,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-786-2727,http://www.osaka-toyopet.jp/,,,,,,,,箕面かやの店,箕面市萱野４－２－２０,072-786-2727,●,,●,●,,
16,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-726-5400,http://www.osaka-toyopet.jp/,,,,,,,,モビリティプラザ箕面,箕面市粟生新家１－１４－３０,072-726-5400,●,,●,●,,
17,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-726-1190,http://www.osaka-toyopet.jp/,,,,,,,,Ｕ－Ｃａｒランド箕面勝尾寺口店,箕面市粟生新家２－１－５５,072-726-1190,,●,●,,,
18,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-721-6336,http://www.osaka-toyopet.jp/,,,,,,,,箕面店,箕面市半町３－１３－１２,072-721-6336,●,,●,●,,
19,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-761-8111,http://www.osaka-toyopet.jp/,,,,,,,,池田店,池田市鉢塚３－１５－７,072-761-8111,●,,●,●,,
20,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6381-2131,http://www.osaka-toyopet.jp/,,,,,,,,吹田店,吹田市寿町２－２－８,06-6381-2131,●,,●,●,,
21,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6386-1251,http://www.osaka-toyopet.jp/,,,,,,,,吹田フラワーロード店,吹田市穂波町２－１６,06-6386-1251,●,,●,●,,
22,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6835-8181,http://www.osaka-toyopet.jp/,,,,,,,,千里津雲台店,吹田市津雲台７－４－１,06-6835-8181,●,,●,●,,
23,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6831-5280,http://www.osaka-toyopet.jp/,,,,,,,,千里店,吹田市津雲台７－１－Ｄ１０７－１０１,06-6831-5280,●,,●,●,,
24,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6340-5333,http://www.osaka-toyopet.jp/,,,,,,,,摂津店,摂津市東別府３－８－１０,06-6340-5333,●,,●,●,,
25,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-624-0121,http://www.osaka-toyopet.jp/,,,,,,,,茨木店,茨木市東太田１－６－６１,072-624-0121,●,,●,●,,
26,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-626-8400,http://www.osaka-toyopet.jp/,,,,,,,,宇野辺店,茨木市宇野辺１－５－５,072-626-8400,●,,●,●,,
27,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-625-7770,http://www.osaka-toyopet.jp/,,,,,,,,名神吹田店,茨木市宇野辺１－８－１０,072-625-7770,●,●,●,●,●,●
28,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,0726-43-9555,http://www.osaka-toyopet.jp/,,,,,,,,名神茨木店,茨木市郡４－１０－２２,0726-43-9555,●,,●,●,,
29,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,0726-25-1275,http://www.osaka-toyopet.jp/,,,,,,,,中環南茨木店,茨木市若草町２－１８,0726-25-1275,●,,●,●,,
30,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-675-2891,http://www.osaka-toyopet.jp/,,,,,,,,高槻店,高槻市辻子２－２－８,072-675-2891,●,●,●,●,●,●
31,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6908-2251,http://www.osaka-toyopet.jp/,,,,,,,,守口店,守口市大日町１－５－１８,06-6908-2251,●,,●,●,●,●
32,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6906-0991,http://www.osaka-toyopet.jp/,,,,,,,,中環門真店,門真市桑才新町２－１２,06-6906-0991,●,,●,●,,
33,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-826-3601,http://www.osaka-toyopet.jp/,,,,,,,,寝屋川店,寝屋川市石津元町１５－２５,072-826-3601,●,●,●,●,,
34,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-834-6810,http://www.osaka-toyopet.jp/,,,,,,,,枚方香里店,枚方市南中振２－４４－１,072-834-6810,●,,●,●,●,●
35,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-848-7123,http://www.osaka-toyopet.jp/,,,,,,,,枚方店,枚方市田口４－１－５,072-848-7123,●,,●,●,,
36,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-874-4651,http://www.osaka-toyopet.jp/,,,,,,,,外環大東店,大東市中垣内６－１－１０,072-874-4651,●,,●,●,,
37,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,06-6782-1261,http://www.osaka-toyopet.jp/,,,,,,,,中環東大阪店,東大阪市新家東町２－３０,06-6782-1261,●,,●,●,,
38,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-980-5681,http://www.osaka-toyopet.jp/,,,,,,,,外環ひょうたん山店,東大阪市若草町５－５,072-980-5681,●,,●,●,,
39,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-980-7311,http://www.osaka-toyopet.jp/,,,,,,,,Ｕ－Ｃａｒランド外環東大阪店,東大阪市横小路町６－５－３,072-980-7311,,●,●,,,
40,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-332-1571,http://www.osaka-toyopet.jp/,,,,,,,,松原店,松原市田井城２－１９５－１,072-332-1571,●,,●,●,,
41,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-990-5300,http://www.osaka-toyopet.jp/,,,,,,,,八尾太子堂店,八尾市永畑町３－２－１４,072-990-5300,●,,●,●,,
42,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-923-0981,http://www.osaka-toyopet.jp/,,,,,,,,八尾店,八尾市山賀町１－５３,072-923-0981,●,,●,●,,
43,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-943-1161,http://www.osaka-toyopet.jp/,,,,,,,,外環八尾店,八尾市恩智北町１－１９７,072-943-1161,●,,●,●,,
44,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-952-1100,http://www.osaka-toyopet.jp/,,,,,,,,藤井寺店,藤井寺市林２－８－６,072-952-1100,●,,●,●,,
45,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,0721-26-2112,http://www.osaka-toyopet.jp/,,,,,,,,富田林店,富田林市若松町西２－１６８０,0721-26-2112,●,●,●,●,,
46,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,0721-55-1500,http://www.osaka-toyopet.jp/,,,,,,,,河内長野店,河内長野市松ケ丘東町１２９８－２,0721-55-1500,●,,●,●,,
47,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-362-7117,http://www.osaka-toyopet.jp/,,,,,,,,美原店,堺市美原区北余部３４４－１,072-362-7117,●,,●,●,,
48,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-229-5703,http://www.osaka-toyopet.jp/,,,,,,,,堺店,堺市堺区高須町２－１－１８,072-229-5703,●,,●,●,,
49,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-484-1221,http://www.osaka-toyopet.jp/,,,,,,,,樽井店,泉南市樽井１－１２－３,072-484-1221,●,,●,●,,
50,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-259-8701,http://www.osaka-toyopet.jp/,,,,,,,,Ｕ－Ｃａｒランド堺金岡店,堺市北区中村町５９８－１,072-259-8701,,●,●,,,
51,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-261-8525,http://www.osaka-toyopet.jp/,,,,,,,,諏訪森店,堺市西区浜寺諏訪森町西１－３５,072-261-8525,●,,●,●,,
52,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,0725-57-6211,http://www.osaka-toyopet.jp/,,,,,,,,トリヴェールいぶきの店,和泉市いぶき野５－６－１,0725-57-6211,●,,●,●,●,●
53,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,0725-41-0567,http://www.osaka-toyopet.jp/,,,,,,,,和泉店,和泉市富秋町１－１５－８,0725-41-0567,●,,●,●,,
54,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-440-5330,http://www.osaka-toyopet.jp/,,,,,,,,Ｕ－Ｃａｒランド岸和田店,岸和田市今木町２２,072-440-5330,,●,●,,,
55,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-443-1751,http://www.osaka-toyopet.jp/,,,,,,,,岸和田店,岸和田市小松里町２５５６－１,072-443-1751,●,,●,●,,
56,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-438-7000,http://www.osaka-toyopet.jp/,,,,,,,,貝塚店,貝塚市地蔵堂１５８－１,072-438-7000,●,,●,●,,
57,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-236-6521,http://www.osaka-toyopet.jp/,,,,,,,,中モズ店,堺市中区新家町５０９－５,072-236-6521,●,,●,●,,
58,大阪トヨペット株式会社,大阪市西区立売堀３－１－１,072-271-7000,http://www.osaka-toyopet.jp/,,,,,,,,泉北八田店,堺市中区八田西町１－１－２４,072-271-7000,●,●,●,●,,
0,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,06-6658-8866,https://nankai.corolla-dealer.jp/,,,,,,,,南港プラザ,大阪府大阪市西成区南津守７丁目１４番１８号,06-6658-8866,,●,●,●,,
1,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,0725-57-8770,https://nankai.corolla-dealer.jp/,,,,,,,,いぶき野店,和泉市いぶき野５－４－３,0725-57-8770,●,,●,●,,
2,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,0725-57-8770,https://nankai.corolla-dealer.jp/,,,,,,,,いぶき野プラザ,和泉市いぶき野５－４－３,0725-57-8770,,●,●,●,,
3,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,0725-33-3361,https://nankai.corolla-dealer.jp/,,,,,,,,いずみプラザ,大阪府泉大津市豊中町３－１５－８,0725-33-3361,,●,●,●,,
4,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,072-464-0981,https://nankai.corolla-dealer.jp/,,,,,,,,泉佐野プラザ,大阪府泉佐野市鶴原１７３８－１,072-464-0981,,●,●,●,,
5,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,06-6658-8866,https://nankai.corolla-dealer.jp/,,,,,,,,南港店,大阪府大阪市西成区南津守７丁目１４番１８号,06-6658-8866,●,,●,●,,
6,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,06-6632-9500,https://nankai.corolla-dealer.jp/,,,,,,,,なにわ店,大阪市西成区中開１丁目２－３,06-6632-9500,●,,●,●,,
7,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,06-6704-0117,https://nankai.corolla-dealer.jp/,,,,,,,,平野店,大阪府大阪市平野区背戸口１－２１－２４,06-6704-0117,●,,●,●,,
8,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,06-6703-3115,https://nankai.corolla-dealer.jp/,,,,,,,,新喜連店,大阪府大阪市平野区喜連西４－６―７５,06-6703-3115,●,,●,●,,
9,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,06-6700-1117,https://nankai.corolla-dealer.jp/,,,,,,,,新喜連プラザ,大阪市平野区喜連西４－６－８１,06-6700-1117,,●,●,●,,
10,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,06-6796-1081,https://nankai.corolla-dealer.jp/,,,,,,,,加美店,大阪府大阪市平野区加美南４―５―１１,06-6796-1081,●,,●,●,,
11,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,06-6678-6701,https://nankai.corolla-dealer.jp/,,,,,,,,住之江店,大阪府大阪市住之江区浜口西３－１２－８,06-6678-6701,●,,●,●,,
12,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,06-6693-5500,https://nankai.corolla-dealer.jp/,,,,,,,,住吉店,大阪市住吉区南住吉２－１８－４,06-6693-5500,●,,●,●,,
13,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,072-331-8806,https://nankai.corolla-dealer.jp/,,,,,,,,松原プラザ,松原市阿保１－１８－２,072-331-8806,,●,●,●,,
14,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,072-331-7910,https://nankai.corolla-dealer.jp/,,,,,,,,松原店,大阪府松原市阿保１－１８－２,072-331-7910,●,,●,●,,
15,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,072-939-3818,https://nankai.corolla-dealer.jp/,,,,,,,,藤井寺店,大阪府藤井寺市林２－９－１０,072-939-3818,●,,●,●,,
16,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,072-939-3818,https://nankai.corolla-dealer.jp/,,,,,,,,藤井寺プラザ,大阪府藤井寺市林２－９－１０,072-939-3818,,●,●,●,,
17,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,072-955-8665,https://nankai.corolla-dealer.jp/,,,,,,,,羽曳野店,大阪府羽曳野市野々上２－１－１５,072-955-8665,●,,●,●,,
18,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,0721-24-6903,https://nankai.corolla-dealer.jp/,,,,,,,,富田林店,大阪府富田林市旭ヶ丘町１２－１０,0721-24-6903,●,,●,●,,
19,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,0721-25-0801,https://nankai.corolla-dealer.jp/,,,,,,,,金剛店,大阪府富田林市寿町３－７－３,0721-25-0801,●,,●,●,,
20,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,072-366-2480,https://nankai.corolla-dealer.jp/,,,,,,,,狭山店,大阪狭山市茱萸木４－３７１―１,072-366-2480,●,,●,●,,
21,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,072-366-2480,https://nankai.corolla-dealer.jp/,,,,,,,,狭山プラザ,大阪狭山市茱萸木４－３７１―１,072-366-2480,,●,●,●,,
22,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,0721-53-1271,https://nankai.corolla-dealer.jp/,,,,,,,,河内長野店,大阪府河内長野市松ヶ丘東町１３３９,0721-53-1271,●,,●,●,,
23,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,0721-56-8800,https://nankai.corolla-dealer.jp/,,,,,,,,外環河内長野店,大阪府河内長野市野作町１３－３８,0721-56-8800,●,,●,●,,
24,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,072-229-0801,https://nankai.corolla-dealer.jp/,,,,,,,,堺北店,大阪府堺市堺区北庄町２－４－１０,072-229-0801,●,,●,●,,
25,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,072-259-2910,https://nankai.corolla-dealer.jp/,,,,,,,,きたはなだ店,堺市北区新堀町２－１１９－１０,072-259-2910,●,,●,●,,
26,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,072-259-1462,https://nankai.corolla-dealer.jp/,,,,,,,,金岡店,大阪府堺市東区石原町１―３,072-259-1462,●,,●,●,,
27,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,072-259-1462,https://nankai.corolla-dealer.jp/,,,,,,,,金岡プラザ,大阪府堺市東区石原町１―３,072-259-1462,,●,●,●,,
28,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,072-237-6421,https://nankai.corolla-dealer.jp/,,,,,,,,堺大野芝店,大阪府堺市中区大野芝町１８４,072-237-6421,●,,●,●,,
29,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,072-261-8891,https://nankai.corolla-dealer.jp/,,,,,,,,諏訪森店,大阪府堺市西区浜寺諏訪森町西１丁７番地,072-261-8891,●,,●,●,,
30,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,072-263-0181,https://nankai.corolla-dealer.jp/,,,,,,,,高石店,大阪府堺市西区鳳西町１－８６－３,072-263-0181,●,,●,●,,
31,トヨタカローラ南海株式会社,堺市西区浜寺諏訪森町西１－７,072-263-0181,https://nankai.corolla-dealer.jp/,,,,,,,,高石プラザ,大阪府堺市西区鳳西町１－８６－３,072-263-0181,,●,●,●,,
